"site","julian","date","depth_ft","status","colorStatus"
"5758203",13,2022-01-13,58.46,"Extremely Wet","navy"
"5758203",27,2022-01-27,58.47,"Extremely Wet","navy"
"5758203",43,2022-02-12,58.46,"Extremely Wet","navy"
"5758203",59,2022-02-28,58.47,"Extremely Wet","navy"
"5758203",75,2022-03-16,58.47,"Very Wet","blue"
"5758203",89,2022-03-30,58.49,"Moderately Dry","orange"
"5758203",104,2022-04-14,58.46,"Extremely Wet","navy"
"5758203",118,2022-04-28,58.47,"Extremely Wet","navy"
"5758203",132,2022-05-12,58.47,"Extremely Wet","navy"
"5758203",147,2022-05-27,58.48,"Extremely Wet","navy"
"5758203",167,2022-06-16,58.51,"Very Wet","blue"
"5758203",180,2022-06-29,58.49,"Moderately Wet","cornflowerblue"
"5758203",195,2022-07-14,58.54,"Extremely Wet","navy"
"5758203",209,2022-07-28,58.56,"Extremely Wet","navy"
"5758203",228,2022-08-16,58.61,"Very Wet","blue"
"5758203",242,2022-08-30,58.67,"Moderately Wet","cornflowerblue"
"5758203",258,2022-09-15,58.65,"Very Wet","blue"
"5758203",272,2022-09-29,58.64,"Extremely Wet","navy"
"5758203",287,2022-10-14,58.74,"Extremely Dry","darkred"
"5758203",300,2022-10-27,58.83,"Extremely Wet","navy"
"5758203",319,2022-11-15,58.97,"Moderately Dry","orange"
"5758203",334,2022-11-30,59.25,"Moderately Dry","orange"
"5758203",348,2022-12-14,59.21,"Extremely Dry","darkred"
"5758203",362,2022-12-28,58.86,"Extremely Dry","darkred"
"5758203",17,2023-01-17,59.5,"Extremely Dry","darkred"
"5758203",30,2023-01-30,60.44,"Extremely Dry","darkred"
"5758203",46,2023-02-15,60.15,"Moderately Dry","orange"
"5758203",58,2023-02-27,59.65,"Extremely Dry","darkred"
"5758203",73,2023-03-14,61.4,"Moderately Dry","orange"
"5758203",88,2023-03-29,61.36,"Extremely Dry","darkred"
"5758203",103,2023-04-13,61.26,"Extremely Wet","navy"
"5758203",117,2023-04-27,62.23,"Extremely Wet","navy"
"5758203",137,2023-05-17,62.68,"Extremely Dry","darkred"
"5758203",151,2023-05-31,63.6,"Extremely Dry","darkred"
"5758203",166,2023-06-15,64.46,"Moderately Dry","orange"
"5758203",181,2023-06-30,64.89,"Extremely Dry","darkred"
"5758402",13,2022-01-13,184.65,"Extremely Wet","navy"
"5758402",27,2022-01-27,184.69,"Extremely Wet","navy"
"5758402",42,2022-02-11,184.5,"Extremely Dry","darkred"
"5758402",59,2022-02-28,183.52,"Extremely Dry","darkred"
"5758402",75,2022-03-16,184.58,"Extremely Dry","darkred"
"5758402",89,2022-03-30,185.25,"Extremely Dry","darkred"
"5758402",104,2022-04-14,185.51,"Extremely Dry","darkred"
"5758402",118,2022-04-28,185.34,"Extremely Dry","darkred"
"5758402",132,2022-05-12,185.42,"Extremely Wet","navy"
"5758402",147,2022-05-27,185.73,"Extremely Dry","darkred"
"5758402",167,2022-06-16,186.99,"Extremely Dry","darkred"
"5758402",180,2022-06-29,187.75,"Extremely Dry","darkred"
"5758402",195,2022-07-14,188.67,"Extremely Dry","darkred"
"5758402",209,2022-07-28,189.12,"Extremely Wet","navy"
"5758402",228,2022-08-16,190.41,"Extremely Dry","darkred"
"5758402",242,2022-08-30,190.18,"Extremely Dry","darkred"
"5758402",258,2022-09-15,190.24,"Extremely Dry","darkred"
"5758402",272,2022-09-29,190.72,"Extremely Dry","darkred"
"5758402",287,2022-10-14,191.23,"Extremely Dry","darkred"
"5758402",300,2022-10-27,191.42,"Extremely Wet","navy"
"5758402",319,2022-11-15,191.65,"Extremely Dry","darkred"
"5758402",334,2022-11-30,191.31,"Extremely Dry","darkred"
"5758402",348,2022-12-14,191.38,"Extremely Dry","darkred"
"5758402",362,2022-12-28,191.63,"Extremely Dry","darkred"
"5758402",17,2023-01-17,192.08,"Extremely Dry","darkred"
"5758402",30,2023-01-30,191.94,"Extremely Dry","darkred"
"5758402",46,2023-02-15,192.37,"Extremely Dry","darkred"
"5758402",58,2023-02-27,192.82,"Extremely Dry","darkred"
"5758402",73,2023-03-14,193.17,"Extremely Dry","darkred"
"5758402",88,2023-03-29,193.37,"Extremely Dry","darkred"
"5758402",103,2023-04-13,193.66,"Extremely Wet","navy"
"5758402",117,2023-04-27,193.73,"Extremely Wet","navy"
"5758402",137,2023-05-17,194.03,"Extremely Dry","darkred"
"5758402",151,2023-05-31,194.25,"Extremely Dry","darkred"
"5758402",166,2023-06-15,194.88,"Extremely Dry","darkred"
"5758402",181,2023-06-30,195.68,"Extremely Dry","darkred"
"6801314",13,2022-01-13,177.4,"Extremely Dry","darkred"
"6801314",27,2022-01-27,177.11,"Extremely Wet","navy"
"6801314",42,2022-02-11,175.52,"Extremely Dry","darkred"
"6801314",59,2022-02-28,175.97,"Extremely Dry","darkred"
"6801314",75,2022-03-16,176.12,"Extremely Dry","darkred"
"6801314",89,2022-03-30,176.29,"Extremely Dry","darkred"
"6801314",104,2022-04-14,175.36,"Extremely Dry","darkred"
"6801314",118,2022-04-28,174.44,"Extremely Dry","darkred"
"6801314",132,2022-05-12,174.57,"Extremely Wet","navy"
"6801314",147,2022-05-27,173.98,"Extremely Dry","darkred"
"6801314",167,2022-06-16,172.73,"Extremely Dry","darkred"
"6801314",180,2022-06-29,172.34,"Moderately Dry","orange"
"6801314",195,2022-07-14,170.85,"Extremely Dry","darkred"
"6801314",209,2022-07-28,170.41,"Extremely Wet","navy"
"6801314",228,2022-08-16,169.67,"Moderately Dry","orange"
"6801314",242,2022-08-30,170.45,"Moderately Dry","orange"
"6801314",258,2022-09-15,171.28,"Very Dry","red"
"6801314",272,2022-09-29,170.41,"Extremely Dry","darkred"
"6801314",287,2022-10-14,170.64,"Extremely Dry","darkred"
"6801314",300,2022-10-27,177.65,"Extremely Wet","navy"
"6801314",319,2022-11-15,178.17,"Extremely Dry","darkred"
"6801314",334,2022-11-30,178.24,"Extremely Dry","darkred"
"6801314",348,2022-12-14,178.64,"Extremely Dry","darkred"
"6801314",362,2022-12-28,177.26,"Extremely Wet","navy"
"6801314",17,2023-01-17,179.34,"Extremely Dry","darkred"
"6801314",30,2023-01-30,179.14,"Extremely Dry","darkred"
"6801314",46,2023-02-15,179.65,"Extremely Dry","darkred"
"6801314",58,2023-02-27,179.09,"Extremely Dry","darkred"
"6801314",73,2023-03-14,177.93,"Extremely Dry","darkred"
"6801314",88,2023-03-29,178.52,"Extremely Dry","darkred"
"6801314",103,2023-04-13,179.46,"Extremely Wet","navy"
"6801314",117,2023-04-27,179.7,"Extremely Wet","navy"
"6801314",137,2023-05-17,179.55,"Extremely Dry","darkred"
"6801314",151,2023-05-31,180.23,"Extremely Dry","darkred"
"6801314",166,2023-06-15,179.87,"Extremely Dry","darkred"
"6801314",181,2023-06-30,179.01,"Extremely Dry","darkred"
"6801608",13,2022-01-13,55.43,"Extremely Wet","navy"
"6801608",27,2022-01-27,55.5,"Extremely Wet","navy"
"6801608",42,2022-02-11,55.49,"Moderately Dry","orange"
"6801608",59,2022-02-28,55.51,"Very Wet","blue"
"6801608",75,2022-03-16,55.5,"Moderately Dry","orange"
"6801608",89,2022-03-30,55.58,"Moderately Dry","orange"
"6801608",104,2022-04-14,55.62,"Extremely Dry","darkred"
"6801608",118,2022-04-28,55.6,"Extremely Dry","darkred"
"6801608",132,2022-05-12,55.63,"Extremely Wet","navy"
"6801608",147,2022-05-27,55.61,"Extremely Dry","darkred"
"6801608",167,2022-06-16,55.65,"Extremely Dry","darkred"
"6801608",180,2022-06-29,55.63,"Extremely Dry","darkred"
"6801608",195,2022-07-14,55.69,"Extremely Dry","darkred"
"6801608",209,2022-07-28,55.7,"Extremely Wet","navy"
"6801608",228,2022-08-16,55.72,"Very Dry","red"
"6801608",242,2022-08-30,55.7,"Moderately Dry","orange"
"6801608",258,2022-09-15,55.65,"Moderately Dry","orange"
"6801608",272,2022-09-29,55.65,"Extremely Dry","darkred"
"6801608",287,2022-10-14,55.98,"Extremely Dry","darkred"
"6801608",300,2022-10-27,55.95,"Extremely Wet","navy"
"6801608",319,2022-11-15,55.9,"Extremely Dry","darkred"
"6801608",334,2022-11-30,55.69,"Extremely Dry","darkred"
"6801608",348,2022-12-14,55.67,"Extremely Dry","darkred"
"6801608",362,2022-12-28,55.66,"Extremely Dry","darkred"
"6801608",17,2023-01-17,55.63,"Extremely Dry","darkred"
"6801608",30,2023-01-30,55.62,"Extremely Dry","darkred"
"6801608",46,2023-02-15,55.6,"Moderately Dry","orange"
"6801608",58,2023-02-27,55.82,"Extremely Dry","darkred"
"6801608",73,2023-03-14,55.85,"Extremely Dry","darkred"
"6801608",88,2023-03-29,55.82,"Extremely Dry","darkred"
"6801608",103,2023-04-13,55.8,"Extremely Wet","navy"
"6801608",117,2023-04-27,55.78,"Extremely Wet","navy"
"6801608",137,2023-05-17,55.75,"Extremely Dry","darkred"
"6801608",151,2023-05-31,55.56,"Extremely Wet","navy"
"6801608",166,2023-06-15,55.59,"Extremely Dry","darkred"
"6801608",181,2023-06-30,55.65,"Very Dry","red"
"6802302",13,2022-01-13,220.57,"Extremely Wet","navy"
"6802302",27,2022-01-27,219.96,"Extremely Wet","navy"
"6802302",42,2022-02-11,221.52,"Extremely Wet","navy"
"6802302",59,2022-02-28,221.33,"Extremely Wet","navy"
"6802302",75,2022-03-16,222.77,"Extremely Wet","navy"
"6802302",89,2022-03-30,224.01,"Extremely Wet","navy"
"6802302",104,2022-04-14,225.46,"Extremely Wet","navy"
"6802302",118,2022-04-28,223.5,"Extremely Wet","navy"
"6802302",132,2022-05-12,227.65,"Extremely Wet","navy"
"6802302",147,2022-05-27,224.44,"Extremely Wet","navy"
"6802302",167,2022-06-16,229.53,"Extremely Dry","darkred"
"6802302",180,2022-06-29,233.19,"Extremely Dry","darkred"
"6802302",195,2022-07-14,236.2,"Extremely Wet","navy"
"6802302",209,2022-07-28,236.74,"Extremely Wet","navy"
"6802302",228,2022-08-16,237.04,"Extremely Dry","darkred"
"6802302",242,2022-08-30,233.07,"Extremely Dry","darkred"
"6802302",258,2022-09-15,231.37,"Extremely Dry","darkred"
"6802302",272,2022-09-29,235.25,"Extremely Wet","navy"
"6802302",287,2022-10-14,235,"Extremely Wet","navy"
"6802302",300,2022-10-27,234.35,"Extremely Wet","navy"
"6802302",319,2022-11-15,232.4,"Extremely Dry","darkred"
"6802302",334,2022-11-30,230.61,"Extremely Dry","darkred"
"6802302",348,2022-12-14,229.3,"Extremely Dry","darkred"
"6802302",362,2022-12-28,232.45,"Extremely Dry","darkred"
"6802302",17,2023-01-17,231.64,"Extremely Wet","navy"
"6802302",30,2023-01-30,229.26,"Extremely Dry","darkred"
"6802302",46,2023-02-15,227.89,"Extremely Wet","navy"
"6802302",58,2023-02-27,227.32,"Extremely Dry","darkred"
"6802302",73,2023-03-14,227.53,"Extremely Wet","navy"
"6802302",88,2023-03-29,227.97,"Extremely Wet","navy"
"6802302",103,2023-04-13,227.45,"Extremely Wet","navy"
"6802302",117,2023-04-27,228.27,"Extremely Wet","navy"
"6802302",137,2023-05-17,226.53,"Extremely Wet","navy"
"6802302",151,2023-05-31,226.74,"Extremely Wet","navy"
"6802302",166,2023-06-15,227.51,"Extremely Wet","navy"
"6802302",181,2023-06-30,232.42,"Extremely Dry","darkred"
"6802406",13,2022-01-13,277.69,"Extremely Wet","navy"
"6802406",27,2022-01-27,277.57,"Extremely Wet","navy"
"6802406",42,2022-02-11,277.62,"Moderately Dry","orange"
"6802406",59,2022-02-28,279,"Extremely Dry","darkred"
"6802406",75,2022-03-16,279.9,"Very Dry","red"
"6802406",89,2022-03-30,281.56,"Extremely Dry","darkred"
"6802406",104,2022-04-14,282,"Extremely Dry","darkred"
"6802406",118,2022-04-28,283.56,"Extremely Dry","darkred"
"6802406",132,2022-05-12,284.15,"Extremely Wet","navy"
"6802406",147,2022-05-27,284.67,"Extremely Dry","darkred"
"6802406",167,2022-06-16,288.55,"Extremely Dry","darkred"
"6802406",180,2022-06-29,286.8,"Extremely Dry","darkred"
"6802406",195,2022-07-14,289.85,"Extremely Dry","darkred"
"6802406",209,2022-07-28,289.9,"Extremely Wet","navy"
"6802406",228,2022-08-16,290.56,"Extremely Dry","darkred"
"6802406",242,2022-08-30,290.5,"Extremely Dry","darkred"
"6802406",258,2022-09-15,288.22,"Extremely Dry","darkred"
"6802406",272,2022-09-29,288.67,"Extremely Dry","darkred"
"6802406",287,2022-10-14,288.8,"Extremely Dry","darkred"
"6802406",300,2022-10-27,288.74,"Extremely Wet","navy"
"6802406",319,2022-11-15,299.25,"Extremely Dry","darkred"
"6802406",334,2022-11-30,290.88,"Extremely Dry","darkred"
"6802406",348,2022-12-14,289.76,"Extremely Dry","darkred"
"6802406",362,2022-12-28,288.2,"Extremely Dry","darkred"
"6802406",17,2023-01-17,287.41,"Extremely Dry","darkred"
"6802406",30,2023-01-30,287.35,"Extremely Dry","darkred"
"6802406",46,2023-02-15,286.97,"Very Dry","red"
"6802406",58,2023-02-27,286.8,"Extremely Dry","darkred"
"6802406",73,2023-03-14,286.85,"Extremely Dry","darkred"
"6802406",88,2023-03-29,286.92,"Extremely Dry","darkred"
"6802406",103,2023-04-13,288.75,"Extremely Wet","navy"
"6802406",117,2023-04-27,290.4,"Extremely Wet","navy"
"6802406",137,2023-05-17,287.88,"Extremely Dry","darkred"
"6802406",151,2023-05-31,290.74,"Extremely Dry","darkred"
"6802406",166,2023-06-15,291.25,"Extremely Dry","darkred"
"6802406",181,2023-06-30,294.26,"Extremely Dry","darkred"
"6802407",13,2022-01-13,366.45,"Extremely Wet","navy"
"6802407",27,2022-01-27,364.8,"Extremely Wet","navy"
"6802407",42,2022-02-11,365.21,"Moderately Dry","orange"
"6802407",59,2022-02-28,366.95,"Extremely Dry","darkred"
"6802407",75,2022-03-16,367.35,"Very Dry","red"
"6802407",89,2022-03-30,369.9,"Moderately Dry","orange"
"6802407",104,2022-04-14,371.33,"Extremely Dry","darkred"
"6802407",118,2022-04-28,373.3,"Extremely Dry","darkred"
"6802407",132,2022-05-12,374.32,"Extremely Wet","navy"
"6802407",147,2022-05-27,376.69,"Extremely Dry","darkred"
"6802407",167,2022-06-16,384.1,"Extremely Dry","darkred"
"6802407",180,2022-06-29,383.75,"Moderately Dry","orange"
"6802407",195,2022-07-14,384.43,"Extremely Dry","darkred"
"6802407",209,2022-07-28,391.4,"Extremely Wet","navy"
"6802407",228,2022-08-16,392.8,"Extremely Dry","darkred"
"6802407",242,2022-08-30,392.69,"Extremely Dry","darkred"
"6802407",258,2022-09-15,392.6,"Extremely Dry","darkred"
"6802407",272,2022-09-29,393.42,"Extremely Dry","darkred"
"6802407",287,2022-10-14,394.2,"Extremely Dry","darkred"
"6802407",300,2022-10-27,389.85,"Extremely Wet","navy"
"6802407",319,2022-11-15,387.45,"Extremely Dry","darkred"
"6802407",334,2022-11-30,384.45,"Extremely Dry","darkred"
"6802407",348,2022-12-14,382.5,"Extremely Dry","darkred"
"6802407",362,2022-12-28,382.02,"Extremely Dry","darkred"
"6802407",17,2023-01-17,381.8,"Extremely Dry","darkred"
"6802407",30,2023-01-30,382.5,"Extremely Dry","darkred"
"6802407",46,2023-02-15,382.45,"Extremely Dry","darkred"
"6802407",58,2023-02-27,380.5,"Extremely Dry","darkred"
"6802407",73,2023-03-14,380.49,"Extremely Dry","darkred"
"6802407",88,2023-03-29,380.52,"Extremely Dry","darkred"
"6802407",103,2023-04-13,381.29,"Extremely Wet","navy"
"6802407",117,2023-04-27,383,"Extremely Wet","navy"
"6802407",137,2023-05-17,381.57,"Extremely Dry","darkred"
"6802407",151,2023-05-31,382.41,"Extremely Dry","darkred"
"6802407",166,2023-06-15,382.5,"Extremely Dry","darkred"
"6802407",181,2023-06-30,389.5,"Extremely Dry","darkred"
"6802508",13,2022-01-13,111.4,"Extremely Wet","navy"
"6802508",27,2022-01-27,114,"Extremely Wet","navy"
"6802508",42,2022-02-11,121.4,"Extremely Dry","darkred"
"6802508",59,2022-02-28,116.4,"Extremely Dry","darkred"
"6802508",75,2022-03-16,116.2,"Very Dry","red"
"6802508",89,2022-03-30,116.8,"Moderately Dry","orange"
"6802508",104,2022-04-14,120.9,"Extremely Dry","darkred"
"6802508",118,2022-04-28,116.8,"Extremely Dry","darkred"
"6802508",132,2022-05-12,119,"Extremely Wet","navy"
"6802508",147,2022-05-27,122.4,"Extremely Dry","darkred"
"6802508",167,2022-06-16,131.7,"Extremely Dry","darkred"
"6802508",180,2022-06-29,129,"Extremely Dry","darkred"
"6802508",195,2022-07-14,132,"Extremely Dry","darkred"
"6802508",209,2022-07-28,131.5,"Extremely Wet","navy"
"6802508",228,2022-08-16,132,"Extremely Dry","darkred"
"6802508",242,2022-08-30,131.6,"Extremely Dry","darkred"
"6802508",258,2022-09-15,128.4,"Extremely Dry","darkred"
"6802508",272,2022-09-29,125.8,"Extremely Dry","darkred"
"6802508",287,2022-10-14,127,"Extremely Dry","darkred"
"6802508",300,2022-10-27,130.2,"Extremely Wet","navy"
"6802508",319,2022-11-15,131,"Extremely Dry","darkred"
"6802508",334,2022-11-30,130.2,"Extremely Dry","darkred"
"6802508",348,2022-12-14,128,"Extremely Dry","darkred"
"6802508",362,2022-12-28,130.4,"Extremely Dry","darkred"
"6802508",17,2023-01-17,126.1,"Extremely Dry","darkred"
"6802508",30,2023-01-30,125.7,"Extremely Dry","darkred"
"6802508",46,2023-02-15,122.2,"Extremely Dry","darkred"
"6802508",58,2023-02-27,121.8,"Extremely Dry","darkred"
"6802508",73,2023-03-14,121.7,"Extremely Dry","darkred"
"6802508",88,2023-03-29,123,"Extremely Dry","darkred"
"6802508",103,2023-04-13,121.4,"Extremely Wet","navy"
"6802508",117,2023-04-27,122.7,"Extremely Wet","navy"
"6802508",137,2023-05-17,121.2,"Extremely Dry","darkred"
"6802508",151,2023-05-31,119.1,"Extremely Dry","darkred"
"6802508",166,2023-06-15,119.7,"Extremely Dry","darkred"
"6802508",181,2023-06-30,120.4,"Extremely Dry","darkred"
"6802609",13,2022-01-13,147.08,"Extremely Dry","darkred"
"6802609",27,2022-01-27,165.08,"Extremely Wet","navy"
"6802609",42,2022-02-11,174.99,"Extremely Dry","darkred"
"6802609",59,2022-02-28,160.57,"Extremely Dry","darkred"
"6802609",75,2022-03-16,159.85,"Extremely Dry","darkred"
"6802609",89,2022-03-30,167.54,"Extremely Dry","darkred"
"6802609",104,2022-04-14,174.69,"Extremely Dry","darkred"
"6802609",118,2022-04-28,178.7,"Extremely Dry","darkred"
"6802609",132,2022-05-12,178.32,"Extremely Wet","navy"
"6802609",147,2022-05-27,192.97,"Extremely Dry","darkred"
"6802609",167,2022-06-16,227.72,"Extremely Dry","darkred"
"6802609",300,2022-10-27,169.83,"Extremely Wet","navy"
"6802609",319,2022-11-15,168.28,"Extremely Dry","darkred"
"6802609",334,2022-11-30,167.99,"Extremely Dry","darkred"
"6802609",348,2022-12-14,162.69,"Extremely Dry","darkred"
"6802609",362,2022-12-28,161.11,"Extremely Dry","darkred"
"6802609",17,2023-01-17,161.76,"Extremely Dry","darkred"
"6802609",30,2023-01-30,159.26,"Extremely Dry","darkred"
"6802609",46,2023-02-15,155.2,"Extremely Dry","darkred"
"6802609",58,2023-02-27,153.47,"Extremely Dry","darkred"
"6802609",73,2023-03-14,154.43,"Extremely Dry","darkred"
"6802609",88,2023-03-29,153.96,"Extremely Dry","darkred"
"6802609",103,2023-04-13,152.13,"Extremely Wet","navy"
"6802609",117,2023-04-27,152.58,"Extremely Wet","navy"
"6802609",137,2023-05-17,151.46,"Extremely Dry","darkred"
"6802609",151,2023-05-31,149.91,"Extremely Dry","darkred"
"6802609",166,2023-06-15,147.68,"Extremely Dry","darkred"
"6802609",181,2023-06-30,154.83,"Extremely Dry","darkred"
"6803109",13,2022-01-13,53.98,"Extremely Wet","navy"
"6803109",27,2022-01-27,53.8,"Extremely Wet","navy"
"6803109",42,2022-02-11,54.02,"Moderately Dry","orange"
"6803109",59,2022-02-28,54.25,"Very Dry","red"
"6803109",75,2022-03-16,55.11,"Moderately Dry","orange"
"6803109",89,2022-03-30,58.9,"Extremely Dry","darkred"
"6803109",104,2022-04-14,65.17,"Extremely Dry","darkred"
"6803109",118,2022-04-28,66.05,"Extremely Dry","darkred"
"6803109",132,2022-05-12,66.54,"Extremely Wet","navy"
"6803109",147,2022-05-27,73.69,"Extremely Dry","darkred"
"6803109",167,2022-06-16,75.46,"Extremely Dry","darkred"
"6803109",180,2022-06-29,78.08,"Extremely Dry","darkred"
"6803109",195,2022-07-14,83,"Extremely Dry","darkred"
"6803109",209,2022-07-28,83.56,"Extremely Wet","navy"
"6803109",228,2022-08-16,88.28,"Extremely Dry","darkred"
"6803109",242,2022-08-30,80.75,"Extremely Dry","darkred"
"6803109",258,2022-09-15,80.2,"Extremely Dry","darkred"
"6803109",272,2022-09-29,76.24,"Extremely Dry","darkred"
"6803109",287,2022-10-14,80.25,"Extremely Dry","darkred"
"6803109",300,2022-10-27,79.64,"Extremely Wet","navy"
"6803109",319,2022-11-15,78.45,"Extremely Dry","darkred"
"6803109",334,2022-11-30,78.03,"Extremely Dry","darkred"
"6803109",348,2022-12-14,65.7,"Extremely Dry","darkred"
"6803109",362,2022-12-28,66.23,"Extremely Dry","darkred"
"6803109",17,2023-01-17,63.56,"Extremely Dry","darkred"
"6803109",30,2023-01-30,66.75,"Extremely Dry","darkred"
"6803109",46,2023-02-15,60.79,"Moderately Dry","orange"
"6803109",58,2023-02-27,72.42,"Extremely Dry","darkred"
"6803109",73,2023-03-14,67.39,"Extremely Dry","darkred"
"6803109",88,2023-03-29,66.41,"Extremely Dry","darkred"
"6803109",103,2023-04-13,66.66,"Extremely Wet","navy"
"6803109",117,2023-04-27,65.52,"Extremely Wet","navy"
"6803109",137,2023-05-17,65.18,"Extremely Dry","darkred"
"6803109",151,2023-05-31,68.99,"Extremely Dry","darkred"
"6803109",166,2023-06-15,68.18,"Moderately Dry","orange"
"6803109",181,2023-06-30,76.34,"Very Dry","red"
"6803305",13,2022-01-13,234.45,"Extremely Wet","navy"
"6803305",27,2022-01-27,234.5,"Extremely Wet","navy"
"6803305",42,2022-02-11,234.48,"Extremely Wet","navy"
"6803305",59,2022-02-28,236.03,"Moderately Dry","orange"
"6803305",75,2022-03-16,236.45,"Extremely Wet","navy"
