"site","julian","date","depth_ft","status","colorStatus"
"6803305",89,2022-03-30,243.35,"Extremely Wet","navy"
"6803305",104,2022-04-14,243.87,"Extremely Wet","navy"
"6803305",118,2022-04-28,257.25,"Extremely Dry","darkred"
"6803305",132,2022-05-12,254.9,"Extremely Wet","navy"
"6803305",147,2022-05-27,260,"Extremely Wet","navy"
"6803305",167,2022-06-16,263.95,"Extremely Dry","darkred"
"6803305",180,2022-06-29,274.6,"Extremely Dry","darkred"
"6803305",195,2022-07-14,275.03,"Extremely Wet","navy"
"6803305",209,2022-07-28,274.55,"Extremely Wet","navy"
"6803305",228,2022-08-16,272,"Extremely Dry","darkred"
"6803305",242,2022-08-30,272.27,"Extremely Dry","darkred"
"6803305",258,2022-09-15,265.32,"Extremely Dry","darkred"
"6803305",272,2022-09-29,267.13,"Extremely Wet","navy"
"6803305",287,2022-10-14,268.73,"Extremely Wet","navy"
"6803305",300,2022-10-27,268.67,"Extremely Wet","navy"
"6803305",319,2022-11-15,268.55,"Extremely Dry","darkred"
"6803305",334,2022-11-30,267.24,"Extremely Dry","darkred"
"6803305",348,2022-12-14,258.52,"Extremely Dry","darkred"
"6803305",362,2022-12-28,259.32,"Extremely Dry","darkred"
"6803305",17,2023-01-17,259,"Extremely Dry","darkred"
"6803305",30,2023-01-30,260.25,"Extremely Dry","darkred"
"6803305",46,2023-02-15,260.38,"Extremely Dry","darkred"
"6803305",58,2023-02-27,260.79,"Extremely Dry","darkred"
"6803305",73,2023-03-14,263.72,"Extremely Dry","darkred"
"6803305",88,2023-03-29,263.65,"Extremely Dry","darkred"
"6803305",103,2023-04-13,263.76,"Extremely Wet","navy"
"6803305",117,2023-04-27,266.1,"Extremely Wet","navy"
"6803305",137,2023-05-17,266.22,"Extremely Wet","navy"
"6803305",151,2023-05-31,269.91,"Extremely Wet","navy"
"6803305",166,2023-06-15,270.25,"Extremely Dry","darkred"
"6803305",181,2023-06-30,282.35,"Extremely Dry","darkred"
"6803406",13,2022-01-13,242.3,"Extremely Wet","navy"
"6803406",27,2022-01-27,241.61,"Extremely Wet","navy"
"6803406",42,2022-02-11,240.43,"Moderately Dry","orange"
"6803406",59,2022-02-28,240.41,"Extremely Dry","darkred"
"6803406",75,2022-03-16,240.88,"Very Dry","red"
"6803406",89,2022-03-30,243.78,"Moderately Dry","orange"
"6803406",104,2022-04-14,248.2,"Extremely Dry","darkred"
"6803406",118,2022-04-28,249.8,"Extremely Dry","darkred"
"6803406",132,2022-05-12,251.25,"Extremely Wet","navy"
"6803406",147,2022-05-27,253.9,"Extremely Wet","navy"
"6803406",167,2022-06-16,262.72,"Extremely Dry","darkred"
"6803406",180,2022-06-29,264.72,"Extremely Dry","darkred"
"6803406",195,2022-07-14,268.28,"Extremely Dry","darkred"
"6803406",209,2022-07-28,267.99,"Extremely Wet","navy"
"6803406",228,2022-08-16,271.85,"Extremely Dry","darkred"
"6803406",242,2022-08-30,272.06,"Extremely Dry","darkred"
"6803406",258,2022-09-15,265.4,"Extremely Dry","darkred"
"6803406",272,2022-09-29,264.95,"Extremely Dry","darkred"
"6803406",287,2022-10-14,264.45,"Extremely Dry","darkred"
"6803406",300,2022-10-27,263.92,"Extremely Wet","navy"
"6803406",319,2022-11-15,261,"Extremely Dry","darkred"
"6803406",334,2022-11-30,260.38,"Extremely Dry","darkred"
"6803406",348,2022-12-14,256.96,"Extremely Dry","darkred"
"6803406",362,2022-12-28,264.31,"Extremely Dry","darkred"
"6803406",17,2023-01-17,253.83,"Extremely Dry","darkred"
"6803406",30,2023-01-30,252.66,"Extremely Dry","darkred"
"6803406",46,2023-02-15,250.9,"Extremely Dry","darkred"
"6803406",58,2023-02-27,250.8,"Extremely Dry","darkred"
"6803406",73,2023-03-14,254.69,"Extremely Dry","darkred"
"6803406",88,2023-03-29,255.25,"Extremely Dry","darkred"
"6803406",103,2023-04-13,255.35,"Extremely Wet","navy"
"6803406",117,2023-04-27,255.27,"Extremely Wet","navy"
"6803406",137,2023-05-17,255.51,"Extremely Dry","darkred"
"6803406",151,2023-05-31,253.81,"Extremely Dry","darkred"
"6803406",166,2023-06-15,253.27,"Extremely Dry","darkred"
"6803406",181,2023-06-30,256.46,"Extremely Dry","darkred"
"6803804",13,2022-01-13,250.45,"Extremely Wet","navy"
"6803804",27,2022-01-27,249.3,"Extremely Wet","navy"
"6803804",42,2022-02-11,248.21,"Moderately Dry","orange"
"6803804",59,2022-02-28,254,"Extremely Dry","darkred"
"6803804",75,2022-03-16,247.24,"Very Dry","red"
"6803804",89,2022-03-30,251.11,"Moderately Dry","orange"
"6803804",104,2022-04-14,266.9,"Extremely Dry","darkred"
"6803804",118,2022-04-28,258.85,"Extremely Dry","darkred"
"6803804",132,2022-05-12,270.22,"Extremely Wet","navy"
"6803804",147,2022-05-27,272.25,"Extremely Dry","darkred"
"6803804",167,2022-06-16,287.3,"Extremely Dry","darkred"
"6803804",180,2022-06-29,287.98,"Extremely Dry","darkred"
"6803804",195,2022-07-14,289.52,"Extremely Dry","darkred"
"6803804",209,2022-07-28,296.35,"Extremely Wet","navy"
"6803804",228,2022-08-16,299.96,"Extremely Dry","darkred"
"6803804",242,2022-08-30,288.87,"Extremely Dry","darkred"
"6803804",258,2022-09-15,315.5,"Extremely Dry","darkred"
"6803804",272,2022-09-29,293,"Extremely Dry","darkred"
"6803804",287,2022-10-14,295.11,"Extremely Dry","darkred"
"6803804",300,2022-10-27,284.15,"Extremely Wet","navy"
"6803804",319,2022-11-15,273.45,"Extremely Dry","darkred"
"6803804",334,2022-11-30,268.26,"Very Dry","red"
"6803804",348,2022-12-14,260.9,"Extremely Dry","darkred"
"6803804",362,2022-12-28,265.4,"Extremely Dry","darkred"
"6803804",17,2023-01-17,257.5,"Extremely Dry","darkred"
"6803804",30,2023-01-30,255.35,"Extremely Dry","darkred"
"6803804",46,2023-02-15,251.3,"Extremely Dry","darkred"
"6803804",58,2023-02-27,254.05,"Extremely Dry","darkred"
"6803804",73,2023-03-14,257.56,"Extremely Dry","darkred"
"6803804",88,2023-03-29,256.12,"Extremely Dry","darkred"
"6803804",103,2023-04-13,255.85,"Extremely Wet","navy"
"6803804",117,2023-04-27,255.22,"Extremely Wet","navy"
"6803804",137,2023-05-17,253.7,"Extremely Dry","darkred"
"6803804",151,2023-05-31,250.3,"Extremely Dry","darkred"
"6803804",166,2023-06-15,262.1,"Extremely Dry","darkred"
"6803804",181,2023-06-30,271.88,"Very Dry","red"
"6804214",13,2022-01-13,171.5,"Extremely Wet","navy"
"6804214",27,2022-01-27,171.2,"Extremely Wet","navy"
"6804214",42,2022-02-11,170.15,"Moderately Dry","orange"
"6804214",59,2022-02-28,171.92,"Very Wet","blue"
"6804214",75,2022-03-16,171.38,"Moderately Wet","cornflowerblue"
"6804214",89,2022-03-30,170.77,"Extremely Wet","navy"
"6804214",104,2022-04-14,171.09,"Extremely Wet","navy"
"6804214",118,2022-04-28,173.23,"Extremely Dry","darkred"
"6804214",132,2022-05-12,173.21,"Extremely Wet","navy"
"6804214",147,2022-05-27,176.07,"Extremely Wet","navy"
"6804214",167,2022-06-16,176.87,"Extremely Dry","darkred"
"6804214",180,2022-06-29,175.2,"Moderately Dry","orange"
"6804214",195,2022-07-14,174.78,"Extremely Dry","darkred"
"6804214",209,2022-07-28,174.76,"Extremely Wet","navy"
"6804214",228,2022-08-16,175.11,"Moderately Wet","cornflowerblue"
"6804214",242,2022-08-30,174.92,"Moderately Wet","cornflowerblue"
"6804214",258,2022-09-15,174.81,"Moderately Dry","orange"
"6804214",272,2022-09-29,174.91,"Extremely Dry","darkred"
"6804214",287,2022-10-14,176.45,"Extremely Dry","darkred"
"6804214",300,2022-10-27,178.51,"Extremely Wet","navy"
"6804214",319,2022-11-15,180.25,"Moderately Dry","orange"
"6804214",334,2022-11-30,178.31,"Extremely Dry","darkred"
"6804214",348,2022-12-14,177.22,"Extremely Dry","darkred"
"6804214",362,2022-12-28,178.5,"Extremely Dry","darkred"
"6804214",17,2023-01-17,176.87,"Extremely Dry","darkred"
"6804214",30,2023-01-30,177,"Extremely Dry","darkred"
"6804214",46,2023-02-15,176.37,"Moderately Dry","orange"
"6804214",58,2023-02-27,176.23,"Extremely Dry","darkred"
"6804214",73,2023-03-14,176.54,"Extremely Wet","navy"
"6804214",88,2023-03-29,176.34,"Extremely Dry","darkred"
"6804214",103,2023-04-13,176.2,"Extremely Wet","navy"
"6804214",117,2023-04-27,177.25,"Extremely Wet","navy"
"6804214",137,2023-05-17,178.18,"Extremely Dry","darkred"
"6804214",151,2023-05-31,177.5,"Extremely Wet","navy"
"6804214",166,2023-06-15,177.27,"Moderately Dry","orange"
"6804214",181,2023-06-30,181.98,"Extremely Dry","darkred"
"6804312",13,2022-01-13,132.88,"Extremely Wet","navy"
"6804312",27,2022-01-27,133.72,"Extremely Wet","navy"
"6804312",42,2022-02-11,133.91,"Moderately Dry","orange"
"6804312",59,2022-02-28,134.81,"Extremely Dry","darkred"
"6804312",75,2022-03-16,136.06,"Very Dry","red"
"6804312",89,2022-03-30,136.77,"Moderately Dry","orange"
"6804312",104,2022-04-14,138.79,"Extremely Dry","darkred"
"6804312",118,2022-04-28,139.2,"Extremely Dry","darkred"
"6804312",132,2022-05-12,140.79,"Extremely Wet","navy"
"6804312",147,2022-05-27,141.57,"Extremely Dry","darkred"
"6804312",167,2022-06-16,145.03,"Extremely Dry","darkred"
"6804312",180,2022-06-29,146.07,"Extremely Dry","darkred"
"6804312",195,2022-07-14,147.9,"Extremely Dry","darkred"
"6804312",209,2022-07-28,149.67,"Extremely Wet","navy"
"6804312",228,2022-08-16,150.81,"Extremely Dry","darkred"
"6804312",242,2022-08-30,151.3,"Extremely Dry","darkred"
"6804312",258,2022-09-15,149.07,"Extremely Dry","darkred"
"6804312",272,2022-09-29,151.2,"Extremely Dry","darkred"
"6804312",287,2022-10-14,153.29,"Extremely Dry","darkred"
"6804312",300,2022-10-27,152.01,"Extremely Wet","navy"
"6804312",319,2022-11-15,156.04,"Extremely Dry","darkred"
"6804312",334,2022-11-30,151.53,"Extremely Dry","darkred"
"6804312",348,2022-12-14,151.1,"Extremely Dry","darkred"
"6804312",362,2022-12-28,151.54,"Extremely Dry","darkred"
"6804312",17,2023-01-17,152.07,"Extremely Dry","darkred"
"6804312",30,2023-01-30,151.65,"Extremely Dry","darkred"
"6804312",46,2023-02-15,151.37,"Extremely Dry","darkred"
"6804312",58,2023-02-27,152.4,"Extremely Dry","darkred"
"6804312",73,2023-03-14,154.04,"Extremely Dry","darkred"
"6804312",88,2023-03-29,155.58,"Extremely Dry","darkred"
"6804312",103,2023-04-13,155.58,"Extremely Wet","navy"
"6804312",117,2023-04-27,155.79,"Extremely Wet","navy"
"6804312",137,2023-05-17,156,"Extremely Dry","darkred"
"6804312",151,2023-05-31,157.04,"Extremely Dry","darkred"
"6804312",166,2023-06-15,154.91,"Extremely Dry","darkred"
"6804312",181,2023-06-30,158.96,"Extremely Dry","darkred"
"6804313",13,2022-01-13,157.8,"Extremely Wet","navy"
"6804313",27,2022-01-27,156.9,"Extremely Wet","navy"
"6804313",42,2022-02-11,157.1,"Moderately Dry","orange"
"6804313",59,2022-02-28,160.4,"Moderately Dry","orange"
"6804313",75,2022-03-16,161.8,"Extremely Dry","darkred"
"6804313",89,2022-03-30,163,"Extremely Dry","darkred"
"6804313",104,2022-04-14,165.2,"Extremely Dry","darkred"
"6804313",118,2022-04-28,162.8,"Extremely Dry","darkred"
"6804313",132,2022-05-12,161.1,"Extremely Wet","navy"
"6804313",147,2022-05-27,165.2,"Extremely Dry","darkred"
"6804313",167,2022-06-16,169.4,"Extremely Dry","darkred"
"6804313",180,2022-06-29,170.4,"Extremely Dry","darkred"
"6804313",195,2022-07-14,168.8,"Extremely Dry","darkred"
"6804313",209,2022-07-28,169.9,"Extremely Wet","navy"
"6804313",228,2022-08-16,171.8,"Extremely Dry","darkred"
"6804313",242,2022-08-30,173.4,"Extremely Dry","darkred"
"6804313",258,2022-09-15,170.8,"Extremely Dry","darkred"
"6804313",272,2022-09-29,171.2,"Extremely Dry","darkred"
"6804313",287,2022-10-14,172.23,"Extremely Dry","darkred"
"6804313",300,2022-10-27,173,"Extremely Wet","navy"
"6804313",319,2022-11-15,176.8,"Extremely Dry","darkred"
"6804313",334,2022-11-30,172.5,"Extremely Dry","darkred"
"6804313",348,2022-12-14,173.7,"Extremely Dry","darkred"
"6804313",362,2022-12-28,174,"Extremely Dry","darkred"
"6804313",17,2023-01-17,174.6,"Extremely Dry","darkred"
"6804313",30,2023-01-30,174.4,"Extremely Dry","darkred"
"6804313",46,2023-02-15,174.4,"Extremely Dry","darkred"
"6804313",58,2023-02-27,175.2,"Extremely Dry","darkred"
"6804313",73,2023-03-14,176,"Extremely Dry","darkred"
"6804313",88,2023-03-29,177.6,"Extremely Dry","darkred"
"6804313",103,2023-04-13,178.5,"Extremely Wet","navy"
"6804313",117,2023-04-27,177.7,"Extremely Wet","navy"
"6804313",137,2023-05-17,177.9,"Extremely Dry","darkred"
"6804313",151,2023-05-31,178.4,"Extremely Dry","darkred"
"6804313",166,2023-06-15,178.6,"Extremely Dry","darkred"
"6804313",181,2023-06-30,183.1,"Extremely Dry","darkred"
"6804705",13,2022-01-13,189.9,"Extremely Wet","navy"
"6804705",27,2022-01-27,189.95,"Extremely Wet","navy"
"6804705",42,2022-02-11,189.79,"Moderately Dry","orange"
"6804705",59,2022-02-28,189.58,"Extremely Dry","darkred"
"6804705",75,2022-03-16,189.38,"Very Dry","red"
"6804705",89,2022-03-30,189.37,"Moderately Dry","orange"
"6804705",104,2022-04-14,189.84,"Extremely Dry","darkred"
"6804705",118,2022-04-28,189.8,"Extremely Dry","darkred"
"6804705",132,2022-05-12,189.76,"Extremely Wet","navy"
"6804705",147,2022-05-27,190.19,"Extremely Dry","darkred"
"6804705",167,2022-06-16,190.9,"Extremely Dry","darkred"
"6804705",180,2022-06-29,190.66,"Extremely Dry","darkred"
"6804705",195,2022-07-14,190.85,"Extremely Dry","darkred"
"6804705",209,2022-07-28,190.81,"Extremely Wet","navy"
"6804705",228,2022-08-16,190.83,"Extremely Dry","darkred"
"6804705",242,2022-08-30,190.76,"Extremely Dry","darkred"
"6804705",258,2022-09-15,190.54,"Extremely Dry","darkred"
"6804705",272,2022-09-29,190.56,"Extremely Dry","darkred"
"6804705",287,2022-10-14,190.63,"Extremely Dry","darkred"
"6804705",300,2022-10-27,190.6,"Extremely Wet","navy"
"6804705",319,2022-11-15,190.79,"Extremely Dry","darkred"
"6804705",334,2022-11-30,190.35,"Extremely Dry","darkred"
"6804705",348,2022-12-14,190.35,"Extremely Dry","darkred"
"6804705",362,2022-12-28,190.39,"Extremely Dry","darkred"
"6804705",17,2023-01-17,190.35,"Extremely Dry","darkred"
"6804705",30,2023-01-30,190.39,"Extremely Dry","darkred"
"6804705",46,2023-02-15,190.35,"Extremely Dry","darkred"
"6804705",58,2023-02-27,189.9,"Extremely Dry","darkred"
"6804705",73,2023-03-14,190.24,"Extremely Dry","darkred"
"6804705",88,2023-03-29,190.32,"Extremely Dry","darkred"
"6804705",103,2023-04-13,189.95,"Extremely Wet","navy"
"6804705",117,2023-04-27,190.03,"Extremely Wet","navy"
"6804705",137,2023-05-17,190.12,"Extremely Dry","darkred"
"6804705",151,2023-05-31,190.08,"Extremely Dry","darkred"
"6804705",166,2023-06-15,190.11,"Extremely Dry","darkred"
"6804705",181,2023-06-30,190.71,"Extremely Dry","darkred"
"6804706",13,2022-01-13,249.25,"Extremely Wet","navy"
"6804706",27,2022-01-27,247.6,"Extremely Wet","navy"
"6804706",43,2022-02-12,246.94,"Extremely Dry","darkred"
"6804706",59,2022-02-28,246.8,"Moderately Dry","orange"
"6804706",75,2022-03-16,246.08,"Moderately Dry","orange"
"6804706",89,2022-03-30,246.05,"Moderately Dry","orange"
"6804706",104,2022-04-14,245.35,"Extremely Dry","darkred"
"6804706",118,2022-04-28,245.3,"Moderately Dry","orange"
"6804706",132,2022-05-12,245.35,"Extremely Wet","navy"
"6804706",147,2022-05-27,244.7,"Extremely Wet","navy"
"6804706",167,2022-06-16,244.72,"Very Dry","red"
"6804706",180,2022-06-29,244.66,"Moderately Wet","cornflowerblue"
"6804706",195,2022-07-14,244.6,"Extremely Dry","darkred"
"6804706",209,2022-07-28,244.61,"Extremely Wet","navy"
"6804706",228,2022-08-16,244.65,"Moderately Dry","orange"
"6804706",242,2022-08-30,244.45,"Moderately Dry","orange"
"6804706",258,2022-09-15,244.4,"Very Dry","red"
"6804706",272,2022-09-29,244.3,"Extremely Dry","darkred"
"6804706",287,2022-10-14,244.33,"Extremely Wet","navy"
"6804706",300,2022-10-27,244.3,"Extremely Wet","navy"
"6804706",319,2022-11-15,243.75,"Moderately Dry","orange"
"6804706",334,2022-11-30,243.73,"Moderately Dry","orange"
"6804706",348,2022-12-14,243.25,"Moderately Dry","orange"
"6804706",362,2022-12-28,243.26,"Extremely Wet","navy"
"6804706",17,2023-01-17,242.93,"Extremely Wet","navy"
"6804706",30,2023-01-30,243.07,"Very Wet","blue"
"6804706",46,2023-02-15,243.1,"Moderately Dry","orange"
"6804706",58,2023-02-27,242.59,"Extremely Wet","navy"
"6804706",73,2023-03-14,242.6,"Moderately Dry","orange"
"6804706",88,2023-03-29,242.57,"Extremely Wet","navy"
"6804706",103,2023-04-13,242.55,"Extremely Wet","navy"
"6804706",117,2023-04-27,242.34,"Extremely Wet","navy"
"6804706",137,2023-05-17,242.4,"Extremely Dry","darkred"
"6804706",151,2023-05-31,242.35,"Extremely Dry","darkred"
"6804706",166,2023-06-15,242.36,"Moderately Dry","orange"
"6804706",181,2023-06-30,242.5,"Moderately Dry","orange"
"6804804",13,2022-01-13,72.24,"Extremely Wet","navy"
"6804804",27,2022-01-27,73.68,"Extremely Wet","navy"
"6804804",42,2022-02-11,74.93,"Moderately Dry","orange"
"6804804",59,2022-02-28,77.72,"Very Wet","blue"
"6804804",75,2022-03-16,78.5,"Moderately Dry","orange"
"6804804",89,2022-03-30,79.1,"Moderately Dry","orange"
"6804804",104,2022-04-14,79.6,"Extremely Dry","darkred"
"6804804",118,2022-04-28,81.57,"Extremely Dry","darkred"
"6804804",132,2022-05-12,82.11,"Extremely Wet","navy"
"6804804",147,2022-05-27,82.95,"Extremely Wet","navy"
"6804804",167,2022-06-16,83.52,"Very Dry","red"
"6804804",180,2022-06-29,83.93,"Extremely Dry","darkred"
"6804804",195,2022-07-14,84.32,"Extremely Dry","darkred"
"6804804",209,2022-07-28,84.56,"Extremely Wet","navy"
"6804804",228,2022-08-16,84.91,"Very Dry","red"
"6804804",242,2022-08-30,85.15,"Extremely Dry","darkred"
"6804804",258,2022-09-15,85.36,"Extremely Dry","darkred"
"6804804",272,2022-09-29,85.64,"Extremely Dry","darkred"
"6804804",287,2022-10-14,86.15,"Extremely Dry","darkred"
"6804804",300,2022-10-27,85.94,"Extremely Wet","navy"
"6804804",319,2022-11-15,86.11,"Moderately Dry","orange"
"6804804",334,2022-11-30,87.68,"Moderately Dry","orange"
"6804804",348,2022-12-14,88.02,"Extremely Dry","darkred"
"6804804",362,2022-12-28,88.45,"Extremely Dry","darkred"
"6804804",17,2023-01-17,88.46,"Extremely Dry","darkred"
"6804804",30,2023-01-30,88.8,"Extremely Dry","darkred"
"6804804",46,2023-02-15,89.08,"Extremely Dry","darkred"
"6804804",58,2023-02-27,89.43,"Extremely Dry","darkred"
"6804804",73,2023-03-14,89.76,"Extremely Dry","darkred"
"6804804",88,2023-03-29,90.05,"Extremely Dry","darkred"
"6804804",103,2023-04-13,90.1,"Extremely Wet","navy"
"6804804",117,2023-04-27,90.22,"Extremely Wet","navy"
"6804804",137,2023-05-17,90.43,"Extremely Dry","darkred"
"6804804",151,2023-05-31,90.5,"Extremely Dry","darkred"
"6804804",166,2023-06-15,90.55,"Extremely Dry","darkred"
"6804804",181,2023-06-30,90.76,"Extremely Dry","darkred"
"6804806",13,2022-01-13,258.2,"Extremely Wet","navy"
"6804806",27,2022-01-27,258.2,"Extremely Wet","navy"
"6804806",43,2022-02-12,257.7,"Extremely Dry","darkred"
"6804806",59,2022-02-28,257.4,"Extremely Dry","darkred"
"6804806",75,2022-03-16,257.5,"Extremely Dry","darkred"
"6804806",89,2022-03-30,257.2,"Extremely Dry","darkred"
"6804806",104,2022-04-14,257.6,"Extremely Dry","darkred"
"6804806",118,2022-04-28,255.4,"Extremely Dry","darkred"
"6804806",132,2022-05-12,255.8,"Extremely Wet","navy"
"6804806",147,2022-05-27,258.2,"Extremely Dry","darkred"
"6804806",167,2022-06-16,259.4,"Extremely Dry","darkred"
"6804806",180,2022-06-29,261.4,"Extremely Dry","darkred"
"6804806",195,2022-07-14,262.2,"Extremely Dry","darkred"
"6804806",209,2022-07-28,262.9,"Extremely Wet","navy"
"6804806",228,2022-08-16,266.4,"Extremely Dry","darkred"
"6804806",242,2022-08-30,264.5,"Extremely Dry","darkred"
"6804806",258,2022-09-15,263.8,"Extremely Dry","darkred"
"6804806",272,2022-09-29,264,"Extremely Dry","darkred"
"6804806",287,2022-10-14,264.2,"Extremely Dry","darkred"
"6804806",300,2022-10-27,264.7,"Extremely Wet","navy"
"6804806",319,2022-11-15,264.9,"Extremely Dry","darkred"
"6804806",334,2022-11-30,266.8,"Extremely Dry","darkred"
"6804806",348,2022-12-14,265.2,"Extremely Dry","darkred"
"6804806",362,2022-12-28,266.1,"Extremely Dry","darkred"
"6804806",17,2023-01-17,264.3,"Extremely Dry","darkred"
"6804806",30,2023-01-30,263.3,"Extremely Dry","darkred"
"6804806",46,2023-02-15,264.8,"Extremely Dry","darkred"
"6804806",58,2023-02-27,268.6,"Extremely Dry","darkred"
"6804806",73,2023-03-14,271.6,"Extremely Dry","darkred"
"6804806",88,2023-03-29,271.6,"Extremely Dry","darkred"
"6804806",103,2023-04-13,269.4,"Extremely Wet","navy"
"6804806",117,2023-04-27,269.5,"Extremely Wet","navy"
"6804806",137,2023-05-17,269.9,"Extremely Dry","darkred"
"6804806",151,2023-05-31,267.3,"Extremely Dry","darkred"
"6804806",166,2023-06-15,269.9,"Extremely Dry","darkred"
"6804806",181,2023-06-30,271.2,"Extremely Dry","darkred"
"6804809",13,2022-01-13,69.67,"Extremely Wet","navy"
"6804809",27,2022-01-27,70.62,"Extremely Wet","navy"
